,MTU (CET/CEST),Area,Actual Total Load (MW),Day-ahead Total Load Forecast (MW),start_time
7596,12/11/2024 12:00 - 12/11/2024 13:00,BZN|FR,61109.0,59750.0,2024-11-12 12:00:00
7597,12/11/2024 13:00 - 12/11/2024 14:00,BZN|FR,60224.0,60000.0,2024-11-12 13:00:00
7598,12/11/2024 14:00 - 12/11/2024 15:00,BZN|FR,58583.0,58850.0,2024-11-12 14:00:00
7599,12/11/2024 15:00 - 12/11/2024 16:00,BZN|FR,57091.0,57650.0,2024-11-12 15:00:00
7600,12/11/2024 16:00 - 12/11/2024 17:00,BZN|FR,56369.0,56950.0,2024-11-12 16:00:00
7601,12/11/2024 17:00 - 12/11/2024 18:00,BZN|FR,58359.0,58700.0,2024-11-12 17:00:00
7602,12/11/2024 18:00 - 12/11/2024 19:00,BZN|FR,61889.0,63100.0,2024-11-12 18:00:00
7603,12/11/2024 19:00 - 12/11/2024 20:00,BZN|FR,62049.0,64800.0,2024-11-12 19:00:00
7604,12/11/2024 20:00 - 12/11/2024 21:00,BZN|FR,58368.0,60900.0,2024-11-12 20:00:00
7605,12/11/2024 21:00 - 12/11/2024 22:00,BZN|FR,55284.0,56700.0,2024-11-12 21:00:00
7606,12/11/2024 22:00 - 12/11/2024 23:00,BZN|FR,55319.0,55350.0,2024-11-12 22:00:00
7607,12/11/2024 23:00 - 13/11/2024 00:00,BZN|FR,54723.0,56350.0,2024-11-12 23:00:00
7608,13/11/2024 00:00 - 13/11/2024 01:00,BZN|FR,51863.0,53650.0,2024-11-13 00:00:00
7609,13/11/2024 01:00 - 13/11/2024 02:00,BZN|FR,49449.0,50850.0,2024-11-13 01:00:00
7610,13/11/2024 02:00 - 13/11/2024 03:00,BZN|FR,48149.0,50100.0,2024-11-13 02:00:00
7611,13/11/2024 03:00 - 13/11/2024 04:00,BZN|FR,46407.0,47900.0,2024-11-13 03:00:00
7612,13/11/2024 04:00 - 13/11/2024 05:00,BZN|FR,46069.0,47100.0,2024-11-13 04:00:00
7613,13/11/2024 05:00 - 13/11/2024 06:00,BZN|FR,48612.0,48750.0,2024-11-13 05:00:00
7614,13/11/2024 06:00 - 13/11/2024 07:00,BZN|FR,53433.0,52950.0,2024-11-13 06:00:00
7615,13/11/2024 07:00 - 13/11/2024 08:00,BZN|FR,57842.0,58700.0,2024-11-13 07:00:00
7616,13/11/2024 08:00 - 13/11/2024 09:00,BZN|FR,59807.0,61550.0,2024-11-13 08:00:00
7617,13/11/2024 09:00 - 13/11/2024 10:00,BZN|FR,60872.0,63300.0,2024-11-13 09:00:00
7618,13/11/2024 10:00 - 13/11/2024 11:00,BZN|FR,61056.0,63400.0,2024-11-13 10:00:00
7619,13/11/2024 11:00 - 13/11/2024 12:00,BZN|FR,61360.0,63250.0,2024-11-13 11:00:00
7620,13/11/2024 12:00 - 13/11/2024 13:00,BZN|FR,61942.0,63650.0,2024-11-13 12:00:00
7621,13/11/2024 13:00 - 13/11/2024 14:00,BZN|FR,60627.0,63150.0,2024-11-13 13:00:00
7622,13/11/2024 14:00 - 13/11/2024 15:00,BZN|FR,58945.0,61350.0,2024-11-13 14:00:00
7623,13/11/2024 15:00 - 13/11/2024 16:00,BZN|FR,57735.0,59600.0,2024-11-13 15:00:00
7624,13/11/2024 16:00 - 13/11/2024 17:00,BZN|FR,56971.0,58600.0,2024-11-13 16:00:00
7625,13/11/2024 17:00 - 13/11/2024 18:00,BZN|FR,59235.0,60050.0,2024-11-13 17:00:00
7626,13/11/2024 18:00 - 13/11/2024 19:00,BZN|FR,63313.0,64550.0,2024-11-13 18:00:00
7627,13/11/2024 19:00 - 13/11/2024 20:00,BZN|FR,63659.0,66100.0,2024-11-13 19:00:00
7628,13/11/2024 20:00 - 13/11/2024 21:00,BZN|FR,60185.0,62550.0,2024-11-13 20:00:00
7629,13/11/2024 21:00 - 13/11/2024 22:00,BZN|FR,57246.0,58600.0,2024-11-13 21:00:00
7630,13/11/2024 22:00 - 13/11/2024 23:00,BZN|FR,57366.0,57250.0,2024-11-13 22:00:00
7631,13/11/2024 23:00 - 14/11/2024 00:00,BZN|FR,56722.0,58850.0,2024-11-13 23:00:00
7632,14/11/2024 00:00 - 14/11/2024 01:00,BZN|FR,54095.0,54650.0,2024-11-14 00:00:00
7633,14/11/2024 01:00 - 14/11/2024 02:00,BZN|FR,52331.0,51800.0,2024-11-14 01:00:00
7634,14/11/2024 02:00 - 14/11/2024 03:00,BZN|FR,51059.0,50650.0,2024-11-14 02:00:00
7635,14/11/2024 03:00 - 14/11/2024 04:00,BZN|FR,49252.0,48450.0,2024-11-14 03:00:00
7636,14/11/2024 04:00 - 14/11/2024 05:00,BZN|FR,48816.0,47450.0,2024-11-14 04:00:00
7637,14/11/2024 05:00 - 14/11/2024 06:00,BZN|FR,51263.0,49000.0,2024-11-14 05:00:00
7638,14/11/2024 06:00 - 14/11/2024 07:00,BZN|FR,56421.0,53700.0,2024-11-14 06:00:00
7639,14/11/2024 07:00 - 14/11/2024 08:00,BZN|FR,61453.0,59900.0,2024-11-14 07:00:00
7640,14/11/2024 08:00 - 14/11/2024 09:00,BZN|FR,62960.0,61950.0,2024-11-14 08:00:00
7641,14/11/2024 09:00 - 14/11/2024 10:00,BZN|FR,62941.0,62650.0,2024-11-14 09:00:00
7642,14/11/2024 10:00 - 14/11/2024 11:00,BZN|FR,62178.0,62700.0,2024-11-14 10:00:00
7643,14/11/2024 11:00 - 14/11/2024 12:00,BZN|FR,61400.0,62300.0,2024-11-14 11:00:00
7644,14/11/2024 12:00 - 14/11/2024 13:00,BZN|FR,61204.0,62750.0,2024-11-14 12:00:00
7645,14/11/2024 13:00 - 14/11/2024 14:00,BZN|FR,59457.0,62050.0,2024-11-14 13:00:00
7646,14/11/2024 14:00 - 14/11/2024 15:00,BZN|FR,58052.0,60300.0,2024-11-14 14:00:00
7647,14/11/2024 15:00 - 14/11/2024 16:00,BZN|FR,56879.0,58350.0,2024-11-14 15:00:00
7648,14/11/2024 16:00 - 14/11/2024 17:00,BZN|FR,56139.0,57000.0,2024-11-14 16:00:00
7649,14/11/2024 17:00 - 14/11/2024 18:00,BZN|FR,59037.0,57950.0,2024-11-14 17:00:00
7650,14/11/2024 18:00 - 14/11/2024 19:00,BZN|FR,62913.0,61950.0,2024-11-14 18:00:00
7651,14/11/2024 19:00 - 14/11/2024 20:00,BZN|FR,63246.0,63250.0,2024-11-14 19:00:00
7652,14/11/2024 20:00 - 14/11/2024 21:00,BZN|FR,59615.0,60350.0,2024-11-14 20:00:00
7653,14/11/2024 21:00 - 14/11/2024 22:00,BZN|FR,56591.0,57250.0,2024-11-14 21:00:00
7654,14/11/2024 22:00 - 14/11/2024 23:00,BZN|FR,56550.0,55900.0,2024-11-14 22:00:00
7655,14/11/2024 23:00 - 15/11/2024 00:00,BZN|FR,55938.0,57050.0,2024-11-14 23:00:00
7656,15/11/2024 00:00 - 15/11/2024 01:00,BZN|FR,53420.0,54350.0,2024-11-15 00:00:00
7657,15/11/2024 01:00 - 15/11/2024 02:00,BZN|FR,51512.0,51650.0,2024-11-15 01:00:00
7658,15/11/2024 02:00 - 15/11/2024 03:00,BZN|FR,50347.0,50700.0,2024-11-15 02:00:00
7659,15/11/2024 03:00 - 15/11/2024 04:00,BZN|FR,48438.0,48600.0,2024-11-15 03:00:00
7660,15/11/2024 04:00 - 15/11/2024 05:00,BZN|FR,48201.0,48000.0,2024-11-15 04:00:00
7661,15/11/2024 05:00 - 15/11/2024 06:00,BZN|FR,50669.0,49600.0,2024-11-15 05:00:00
7662,15/11/2024 06:00 - 15/11/2024 07:00,BZN|FR,55881.0,54000.0,2024-11-15 06:00:00
7663,15/11/2024 07:00 - 15/11/2024 08:00,BZN|FR,61043.0,60100.0,2024-11-15 07:00:00
7664,15/11/2024 08:00 - 15/11/2024 09:00,BZN|FR,62586.0,62250.0,2024-11-15 08:00:00
7665,15/11/2024 09:00 - 15/11/2024 10:00,BZN|FR,62759.0,62950.0,2024-11-15 09:00:00
7666,15/11/2024 10:00 - 15/11/2024 11:00,BZN|FR,62561.0,62600.0,2024-11-15 10:00:00
7667,15/11/2024 11:00 - 15/11/2024 12:00,BZN|FR,62161.0,62050.0,2024-11-15 11:00:00
7668,15/11/2024 12:00 - 15/11/2024 13:00,BZN|FR,62203.0,61850.0,2024-11-15 12:00:00
7669,15/11/2024 13:00 - 15/11/2024 14:00,BZN|FR,60822.0,61150.0,2024-11-15 13:00:00
7670,15/11/2024 14:00 - 15/11/2024 15:00,BZN|FR,58968.0,58900.0,2024-11-15 14:00:00
7671,15/11/2024 15:00 - 15/11/2024 16:00,BZN|FR,57053.0,57150.0,2024-11-15 15:00:00
7672,15/11/2024 16:00 - 15/11/2024 17:00,BZN|FR,55685.0,55900.0,2024-11-15 16:00:00
7673,15/11/2024 17:00 - 15/11/2024 18:00,BZN|FR,58297.0,57850.0,2024-11-15 17:00:00
7674,15/11/2024 18:00 - 15/11/2024 19:00,BZN|FR,61577.0,61500.0,2024-11-15 18:00:00
7675,15/11/2024 19:00 - 15/11/2024 20:00,BZN|FR,61596.0,62650.0,2024-11-15 19:00:00
7676,15/11/2024 20:00 - 15/11/2024 21:00,BZN|FR,58712.0,60100.0,2024-11-15 20:00:00
7677,15/11/2024 21:00 - 15/11/2024 22:00,BZN|FR,56301.0,57000.0,2024-11-15 21:00:00
7678,15/11/2024 22:00 - 15/11/2024 23:00,BZN|FR,57012.0,55900.0,2024-11-15 22:00:00
7679,15/11/2024 23:00 - 16/11/2024 00:00,BZN|FR,56817.0,57800.0,2024-11-15 23:00:00
7680,16/11/2024 00:00 - 16/11/2024 01:00,BZN|FR,54212.0,54800.0,2024-11-16 00:00:00
7681,16/11/2024 01:00 - 16/11/2024 02:00,BZN|FR,52088.0,52050.0,2024-11-16 01:00:00
7682,16/11/2024 02:00 - 16/11/2024 03:00,BZN|FR,50859.0,50800.0,2024-11-16 02:00:00
7683,16/11/2024 03:00 - 16/11/2024 04:00,BZN|FR,48885.0,47850.0,2024-11-16 03:00:00
7684,16/11/2024 04:00 - 16/11/2024 05:00,BZN|FR,47783.0,46250.0,2024-11-16 04:00:00
7685,16/11/2024 05:00 - 16/11/2024 06:00,BZN|FR,48703.0,47050.0,2024-11-16 05:00:00
7686,16/11/2024 06:00 - 16/11/2024 07:00,BZN|FR,50654.0,49450.0,2024-11-16 06:00:00
7687,16/11/2024 07:00 - 16/11/2024 08:00,BZN|FR,52746.0,52150.0,2024-11-16 07:00:00
7688,16/11/2024 08:00 - 16/11/2024 09:00,BZN|FR,54278.0,54300.0,2024-11-16 08:00:00
7689,16/11/2024 09:00 - 16/11/2024 10:00,BZN|FR,56234.0,56950.0,2024-11-16 09:00:00
7690,16/11/2024 10:00 - 16/11/2024 11:00,BZN|FR,56819.0,57800.0,2024-11-16 10:00:00
7691,16/11/2024 11:00 - 16/11/2024 12:00,BZN|FR,56678.0,57500.0,2024-11-16 11:00:00
7692,16/11/2024 12:00 - 16/11/2024 13:00,BZN|FR,58180.0,59200.0,2024-11-16 12:00:00
7693,16/11/2024 13:00 - 16/11/2024 14:00,BZN|FR,56430.0,58650.0,2024-11-16 13:00:00
7694,16/11/2024 14:00 - 16/11/2024 15:00,BZN|FR,53999.0,55050.0,2024-11-16 14:00:00
7695,16/11/2024 15:00 - 16/11/2024 16:00,BZN|FR,52337.0,53200.0,2024-11-16 15:00:00
7696,16/11/2024 16:00 - 16/11/2024 17:00,BZN|FR,51648.0,52450.0,2024-11-16 16:00:00
7697,16/11/2024 17:00 - 16/11/2024 18:00,BZN|FR,54161.0,54550.0,2024-11-16 17:00:00
7698,16/11/2024 18:00 - 16/11/2024 19:00,BZN|FR,57415.0,58450.0,2024-11-16 18:00:00
7699,16/11/2024 19:00 - 16/11/2024 20:00,BZN|FR,57894.0,59400.0,2024-11-16 19:00:00
7700,16/11/2024 20:00 - 16/11/2024 21:00,BZN|FR,55503.0,57250.0,2024-11-16 20:00:00
7701,16/11/2024 21:00 - 16/11/2024 22:00,BZN|FR,53683.0,54650.0,2024-11-16 21:00:00
7702,16/11/2024 22:00 - 16/11/2024 23:00,BZN|FR,54932.0,53600.0,2024-11-16 22:00:00
7703,16/11/2024 23:00 - 17/11/2024 00:00,BZN|FR,55243.0,55850.0,2024-11-16 23:00:00
7704,17/11/2024 00:00 - 17/11/2024 01:00,BZN|FR,53591.0,53700.0,2024-11-17 00:00:00
7705,17/11/2024 01:00 - 17/11/2024 02:00,BZN|FR,51353.0,51000.0,2024-11-17 01:00:00
7706,17/11/2024 02:00 - 17/11/2024 03:00,BZN|FR,49724.0,50050.0,2024-11-17 02:00:00
7707,17/11/2024 03:00 - 17/11/2024 04:00,BZN|FR,47375.0,47500.0,2024-11-17 03:00:00
7708,17/11/2024 04:00 - 17/11/2024 05:00,BZN|FR,46222.0,46150.0,2024-11-17 04:00:00
7709,17/11/2024 05:00 - 17/11/2024 06:00,BZN|FR,46523.0,45900.0,2024-11-17 05:00:00
7710,17/11/2024 06:00 - 17/11/2024 07:00,BZN|FR,47550.0,47050.0,2024-11-17 06:00:00
7711,17/11/2024 07:00 - 17/11/2024 08:00,BZN|FR,48765.0,48100.0,2024-11-17 07:00:00
7712,17/11/2024 08:00 - 17/11/2024 09:00,BZN|FR,50073.0,49600.0,2024-11-17 08:00:00
7713,17/11/2024 09:00 - 17/11/2024 10:00,BZN|FR,52260.0,51350.0,2024-11-17 09:00:00
7714,17/11/2024 10:00 - 17/11/2024 11:00,BZN|FR,54396.0,53550.0,2024-11-17 10:00:00
7715,17/11/2024 11:00 - 17/11/2024 12:00,BZN|FR,55820.0,55150.0,2024-11-17 11:00:00
7716,17/11/2024 12:00 - 17/11/2024 13:00,BZN|FR,57901.0,57150.0,2024-11-17 12:00:00
7717,17/11/2024 13:00 - 17/11/2024 14:00,BZN|FR,55496.0,56850.0,2024-11-17 13:00:00
7718,17/11/2024 14:00 - 17/11/2024 15:00,BZN|FR,52537.0,53400.0,2024-11-17 14:00:00
7719,17/11/2024 15:00 - 17/11/2024 16:00,BZN|FR,50989.0,52350.0,2024-11-17 15:00:00
7720,17/11/2024 16:00 - 17/11/2024 17:00,BZN|FR,50554.0,51450.0,2024-11-17 16:00:00
7721,17/11/2024 17:00 - 17/11/2024 18:00,BZN|FR,52981.0,52450.0,2024-11-17 17:00:00
7722,17/11/2024 18:00 - 17/11/2024 19:00,BZN|FR,56638.0,56700.0,2024-11-17 18:00:00
7723,17/11/2024 19:00 - 17/11/2024 20:00,BZN|FR,57563.0,58900.0,2024-11-17 19:00:00
7724,17/11/2024 20:00 - 17/11/2024 21:00,BZN|FR,55326.0,56900.0,2024-11-17 20:00:00
7725,17/11/2024 21:00 - 17/11/2024 22:00,BZN|FR,53517.0,54500.0,2024-11-17 21:00:00
7726,17/11/2024 22:00 - 17/11/2024 23:00,BZN|FR,53948.0,53650.0,2024-11-17 22:00:00
7727,17/11/2024 23:00 - 18/11/2024 00:00,BZN|FR,53817.0,55050.0,2024-11-17 23:00:00
7728,18/11/2024 00:00 - 18/11/2024 01:00,BZN|FR,51195.0,53300.0,2024-11-18 00:00:00
7729,18/11/2024 01:00 - 18/11/2024 02:00,BZN|FR,48894.0,50750.0,2024-11-18 01:00:00
7730,18/11/2024 02:00 - 18/11/2024 03:00,BZN|FR,47772.0,50000.0,2024-11-18 02:00:00
7731,18/11/2024 03:00 - 18/11/2024 04:00,BZN|FR,45842.0,47850.0,2024-11-18 03:00:00
7732,18/11/2024 04:00 - 18/11/2024 05:00,BZN|FR,45433.0,47150.0,2024-11-18 04:00:00
7733,18/11/2024 05:00 - 18/11/2024 06:00,BZN|FR,48067.0,49700.0,2024-11-18 05:00:00
7734,18/11/2024 06:00 - 18/11/2024 07:00,BZN|FR,53510.0,54100.0,2024-11-18 06:00:00
7735,18/11/2024 07:00 - 18/11/2024 08:00,BZN|FR,58773.0,60250.0,2024-11-18 07:00:00
7736,18/11/2024 08:00 - 18/11/2024 09:00,BZN|FR,60340.0,63300.0,2024-11-18 08:00:00
7737,18/11/2024 09:00 - 18/11/2024 10:00,BZN|FR,61060.0,64300.0,2024-11-18 09:00:00
7738,18/11/2024 10:00 - 18/11/2024 11:00,BZN|FR,61078.0,64700.0,2024-11-18 10:00:00
7739,18/11/2024 11:00 - 18/11/2024 12:00,BZN|FR,61077.0,64550.0,2024-11-18 11:00:00
7740,18/11/2024 12:00 - 18/11/2024 13:00,BZN|FR,62090.0,65400.0,2024-11-18 12:00:00
7741,18/11/2024 13:00 - 18/11/2024 14:00,BZN|FR,60895.0,64900.0,2024-11-18 13:00:00
7742,18/11/2024 14:00 - 18/11/2024 15:00,BZN|FR,59497.0,62100.0,2024-11-18 14:00:00
7743,18/11/2024 15:00 - 18/11/2024 16:00,BZN|FR,58343.0,61000.0,2024-11-18 15:00:00
7744,18/11/2024 16:00 - 18/11/2024 17:00,BZN|FR,57569.0,60200.0,2024-11-18 16:00:00
7745,18/11/2024 17:00 - 18/11/2024 18:00,BZN|FR,59903.0,61550.0,2024-11-18 17:00:00
7746,18/11/2024 18:00 - 18/11/2024 19:00,BZN|FR,63088.0,65200.0,2024-11-18 18:00:00
7747,18/11/2024 19:00 - 18/11/2024 20:00,BZN|FR,62944.0,67000.0,2024-11-18 19:00:00
7748,18/11/2024 20:00 - 18/11/2024 21:00,BZN|FR,58750.0,63750.0,2024-11-18 20:00:00
7749,18/11/2024 21:00 - 18/11/2024 22:00,BZN|FR,55390.0,60750.0,2024-11-18 21:00:00
7750,18/11/2024 22:00 - 18/11/2024 23:00,BZN|FR,55352.0,59650.0,2024-11-18 22:00:00
7751,18/11/2024 23:00 - 19/11/2024 00:00,BZN|FR,55012.0,60400.0,2024-11-18 23:00:00
7752,19/11/2024 00:00 - 19/11/2024 01:00,BZN|FR,52431.0,53600.0,2024-11-19 00:00:00
7753,19/11/2024 01:00 - 19/11/2024 02:00,BZN|FR,50247.0,51150.0,2024-11-19 01:00:00
7754,19/11/2024 02:00 - 19/11/2024 03:00,BZN|FR,49150.0,50200.0,2024-11-19 02:00:00
7755,19/11/2024 03:00 - 19/11/2024 04:00,BZN|FR,47305.0,47750.0,2024-11-19 03:00:00
7756,19/11/2024 04:00 - 19/11/2024 05:00,BZN|FR,46882.0,46600.0,2024-11-19 04:00:00
7757,19/11/2024 05:00 - 19/11/2024 06:00,BZN|FR,49239.0,47500.0,2024-11-19 05:00:00
7758,19/11/2024 06:00 - 19/11/2024 07:00,BZN|FR,54511.0,51600.0,2024-11-19 06:00:00
7759,19/11/2024 07:00 - 19/11/2024 08:00,BZN|FR,59223.0,57100.0,2024-11-19 07:00:00
7760,19/11/2024 08:00 - 19/11/2024 09:00,BZN|FR,60544.0,59150.0,2024-11-19 08:00:00
7761,19/11/2024 09:00 - 19/11/2024 10:00,BZN|FR,61047.0,59750.0,2024-11-19 09:00:00
7762,19/11/2024 10:00 - 19/11/2024 11:00,BZN|FR,61356.0,60000.0,2024-11-19 10:00:00
7763,19/11/2024 11:00 - 19/11/2024 12:00,BZN|FR,61711.0,59750.0,2024-11-19 11:00:00
7764,19/11/2024 12:00 - 19/11/2024 13:00,BZN|FR,62423.0,60650.0,2024-11-19 12:00:00
7765,19/11/2024 13:00 - 19/11/2024 14:00,BZN|FR,61610.0,60800.0,2024-11-19 13:00:00
7766,19/11/2024 14:00 - 19/11/2024 15:00,BZN|FR,60223.0,59150.0,2024-11-19 14:00:00
7767,19/11/2024 15:00 - 19/11/2024 16:00,BZN|FR,58841.0,57650.0,2024-11-19 15:00:00
7768,19/11/2024 16:00 - 19/11/2024 17:00,BZN|FR,57930.0,56300.0,2024-11-19 16:00:00
7769,19/11/2024 17:00 - 19/11/2024 18:00,BZN|FR,59650.0,58000.0,2024-11-19 17:00:00
7770,19/11/2024 18:00 - 19/11/2024 19:00,BZN|FR,62599.0,61450.0,2024-11-19 18:00:00
7771,19/11/2024 19:00 - 19/11/2024 20:00,BZN|FR,62687.0,62950.0,2024-11-19 19:00:00
7772,19/11/2024 20:00 - 19/11/2024 21:00,BZN|FR,58766.0,58000.0,2024-11-19 20:00:00
7773,19/11/2024 21:00 - 19/11/2024 22:00,BZN|FR,55927.0,54650.0,2024-11-19 21:00:00
7774,19/11/2024 22:00 - 19/11/2024 23:00,BZN|FR,55856.0,54750.0,2024-11-19 22:00:00
7775,19/11/2024 23:00 - 20/11/2024 00:00,BZN|FR,55150.0,56650.0,2024-11-19 23:00:00
7776,20/11/2024 00:00 - 20/11/2024 01:00,BZN|FR,52710.0,53750.0,2024-11-20 00:00:00
7777,20/11/2024 01:00 - 20/11/2024 02:00,BZN|FR,50423.0,51150.0,2024-11-20 01:00:00
7778,20/11/2024 02:00 - 20/11/2024 03:00,BZN|FR,49035.0,50150.0,2024-11-20 02:00:00
7779,20/11/2024 03:00 - 20/11/2024 04:00,BZN|FR,47573.0,47600.0,2024-11-20 03:00:00
7780,20/11/2024 04:00 - 20/11/2024 05:00,BZN|FR,47500.0,46950.0,2024-11-20 04:00:00
7781,20/11/2024 05:00 - 20/11/2024 06:00,BZN|FR,50040.0,48500.0,2024-11-20 05:00:00
7782,20/11/2024 06:00 - 20/11/2024 07:00,BZN|FR,55462.0,52800.0,2024-11-20 06:00:00
7783,20/11/2024 07:00 - 20/11/2024 08:00,BZN|FR,60604.0,58500.0,2024-11-20 07:00:00
7784,20/11/2024 08:00 - 20/11/2024 09:00,BZN|FR,62924.0,61300.0,2024-11-20 08:00:00
7785,20/11/2024 09:00 - 20/11/2024 10:00,BZN|FR,63501.0,63250.0,2024-11-20 09:00:00
7786,20/11/2024 10:00 - 20/11/2024 11:00,BZN|FR,63097.0,64300.0,2024-11-20 10:00:00
7787,20/11/2024 11:00 - 20/11/2024 12:00,BZN|FR,63122.0,64500.0,2024-11-20 11:00:00
7788,20/11/2024 12:00 - 20/11/2024 13:00,BZN|FR,63850.0,65700.0,2024-11-20 12:00:00
7789,20/11/2024 13:00 - 20/11/2024 14:00,BZN|FR,62460.0,65300.0,2024-11-20 13:00:00
7790,20/11/2024 14:00 - 20/11/2024 15:00,BZN|FR,60918.0,63700.0,2024-11-20 14:00:00
7791,20/11/2024 15:00 - 20/11/2024 16:00,BZN|FR,59787.0,62900.0,2024-11-20 15:00:00
7792,20/11/2024 16:00 - 20/11/2024 17:00,BZN|FR,59851.0,61650.0,2024-11-20 16:00:00
7793,20/11/2024 17:00 - 20/11/2024 18:00,BZN|FR,62885.0,63100.0,2024-11-20 17:00:00
7794,20/11/2024 18:00 - 20/11/2024 19:00,BZN|FR,66651.0,67750.0,2024-11-20 18:00:00
7795,20/11/2024 19:00 - 20/11/2024 20:00,BZN|FR,67118.0,69750.0,2024-11-20 19:00:00
7796,20/11/2024 20:00 - 20/11/2024 21:00,BZN|FR,63364.0,66450.0,2024-11-20 20:00:00
7797,20/11/2024 21:00 - 20/11/2024 22:00,BZN|FR,60537.0,63350.0,2024-11-20 21:00:00
7798,20/11/2024 22:00 - 20/11/2024 23:00,BZN|FR,60829.0,62250.0,2024-11-20 22:00:00
7799,20/11/2024 23:00 - 21/11/2024 00:00,BZN|FR,60721.0,62800.0,2024-11-20 23:00:00
7800,21/11/2024 00:00 - 21/11/2024 01:00,BZN|FR,58416.0,58100.0,2024-11-21 00:00:00
7801,21/11/2024 01:00 - 21/11/2024 02:00,BZN|FR,56381.0,55500.0,2024-11-21 01:00:00
7802,21/11/2024 02:00 - 21/11/2024 03:00,BZN|FR,55403.0,54750.0,2024-11-21 02:00:00
7803,21/11/2024 03:00 - 21/11/2024 04:00,BZN|FR,53536.0,53200.0,2024-11-21 03:00:00
7804,21/11/2024 04:00 - 21/11/2024 05:00,BZN|FR,53136.0,52450.0,2024-11-21 04:00:00
7805,21/11/2024 05:00 - 21/11/2024 06:00,BZN|FR,55872.0,53850.0,2024-11-21 05:00:00
7806,21/11/2024 06:00 - 21/11/2024 07:00,BZN|FR,60983.0,58450.0,2024-11-21 06:00:00
7807,21/11/2024 07:00 - 21/11/2024 08:00,BZN|FR,66305.0,64950.0,2024-11-21 07:00:00
7808,21/11/2024 08:00 - 21/11/2024 09:00,BZN|FR,67937.0,68000.0,2024-11-21 08:00:00
7809,21/11/2024 09:00 - 21/11/2024 10:00,BZN|FR,69386.0,68450.0,2024-11-21 09:00:00
7810,21/11/2024 10:00 - 21/11/2024 11:00,BZN|FR,70068.0,68400.0,2024-11-21 10:00:00
7811,21/11/2024 11:00 - 21/11/2024 12:00,BZN|FR,71118.0,68200.0,2024-11-21 11:00:00
7812,21/11/2024 12:00 - 21/11/2024 13:00,BZN|FR,72016.0,68900.0,2024-11-21 12:00:00
7813,21/11/2024 13:00 - 21/11/2024 14:00,BZN|FR,70617.0,68150.0,2024-11-21 13:00:00
7814,21/11/2024 14:00 - 21/11/2024 15:00,BZN|FR,68564.0,65950.0,2024-11-21 14:00:00
7815,21/11/2024 15:00 - 21/11/2024 16:00,BZN|FR,67005.0,64500.0,2024-11-21 15:00:00
7816,21/11/2024 16:00 - 21/11/2024 17:00,BZN|FR,66329.0,64100.0,2024-11-21 16:00:00
7817,21/11/2024 17:00 - 21/11/2024 18:00,BZN|FR,68011.0,66050.0,2024-11-21 17:00:00
7818,21/11/2024 18:00 - 21/11/2024 19:00,BZN|FR,70587.0,68800.0,2024-11-21 18:00:00
7819,21/11/2024 19:00 - 21/11/2024 20:00,BZN|FR,70155.0,69850.0,2024-11-21 19:00:00
7820,21/11/2024 20:00 - 21/11/2024 21:00,BZN|FR,66078.0,66200.0,2024-11-21 20:00:00
7821,21/11/2024 21:00 - 21/11/2024 22:00,BZN|FR,62961.0,62750.0,2024-11-21 21:00:00
7822,21/11/2024 22:00 - 21/11/2024 23:00,BZN|FR,63123.0,61250.0,2024-11-21 22:00:00
7823,21/11/2024 23:00 - 22/11/2024 00:00,BZN|FR,62618.0,62550.0,2024-11-21 23:00:00
7824,22/11/2024 00:00 - 22/11/2024 01:00,BZN|FR,60415.0,61000.0,2024-11-22 00:00:00
7825,22/11/2024 01:00 - 22/11/2024 02:00,BZN|FR,58273.0,58600.0,2024-11-22 01:00:00
7826,22/11/2024 02:00 - 22/11/2024 03:00,BZN|FR,57364.0,57650.0,2024-11-22 02:00:00
7827,22/11/2024 03:00 - 22/11/2024 04:00,BZN|FR,55875.0,55450.0,2024-11-22 03:00:00
7828,22/11/2024 04:00 - 22/11/2024 05:00,BZN|FR,55685.0,54500.0,2024-11-22 04:00:00
7829,22/11/2024 05:00 - 22/11/2024 06:00,BZN|FR,58200.0,56900.0,2024-11-22 05:00:00
7830,22/11/2024 06:00 - 22/11/2024 07:00,BZN|FR,63419.0,61500.0,2024-11-22 06:00:00
7831,22/11/2024 07:00 - 22/11/2024 08:00,BZN|FR,68688.0,68150.0,2024-11-22 07:00:00
7832,22/11/2024 08:00 - 22/11/2024 09:00,BZN|FR,70430.0,71200.0,2024-11-22 08:00:00
7833,22/11/2024 09:00 - 22/11/2024 10:00,BZN|FR,70996.0,71800.0,2024-11-22 09:00:00
7834,22/11/2024 10:00 - 22/11/2024 11:00,BZN|FR,70872.0,71850.0,2024-11-22 10:00:00
7835,22/11/2024 11:00 - 22/11/2024 12:00,BZN|FR,70136.0,71650.0,2024-11-22 11:00:00
7836,22/11/2024 12:00 - 22/11/2024 13:00,BZN|FR,70103.0,71700.0,2024-11-22 12:00:00
7837,22/11/2024 13:00 - 22/11/2024 14:00,BZN|FR,67959.0,71400.0,2024-11-22 13:00:00
7838,22/11/2024 14:00 - 22/11/2024 15:00,BZN|FR,65699.0,69100.0,2024-11-22 14:00:00
7839,22/11/2024 15:00 - 22/11/2024 16:00,BZN|FR,63789.0,66850.0,2024-11-22 15:00:00
